Phonemic,Katakana,PartOfSpeech
[gaf⸢fa⸣ti],ガッふァティ,副
[gaf⸢fati],ガッふァティ,副
[ka⸢ʦubuʃi],カツブシ,名
[kḁ⸢ʦubuʃi ʃiːʣoː⸣jaː],カツブシシーゾーヤー,連
[kḁ⸢ʦumuʃi],カツムシ,名
[⸣kaʦuŋ],カツン,自動
[⸣gaʦuŋ],ガツン,名
[kḁ⸢ti],カティ,名
[kḁ⸢ti⸣ʔuʃi],カティウシ,名
[kḁ⸢tinu⸣ ʔaŋ],カティヌアン,連
[kḁ⸢ti⸣mai],カティマイ,名
[ka⸢ti⸣munu],カティムヌ,名
[kḁ⸢ti⸣ruŋ],カティルン,他動
[kḁ⸢ti⸣ruŋ],カティルン,他動
[⸣kadoː],カドー,連
[kḁ⸢toːʃi],カトーシ,名
[⸣kadu],カドゥ,名
[⸣kadu],カドゥ,名
[⸣kadu],カドゥ,名
[kḁ⸢tu⸣ku],カトゥク,名
[ka⸢duburi⸣munu],カドゥブリムヌ,名
[⸣kḁtuŋ],カトゥン,他動
[⸣kḁtuŋ],カトゥン,他動
[kḁ⸢toŋka⸣suŋ],カトンカスン,他動
[kḁ⸢toŋkiara⸣ki],カトンキアラキ,名
[ka⸢toŋ⸣kuŋ],カトンクン,自動
[ka⸢toŋ⸣kuŋ],カトンクン,自動
[ka⸢na],カナ,名
[⸣kana],カナ,名
[ka⸢na],カナ,名
[⸣kanaː],カナー,固
[⸣kanaː],カナー,副
[ka⸢naː⸣suŋ],カナースン,他動
[⸣kanaːçiːteː],カナーヒーテー,名
[⸣kanaːjoː],カナーヨー,名
[ka⸢naʔami],カナアミ,名
[⸣kanai],カナイ,名
[ka⸢nai⸣ʔuʃi],カナイウシ,名
[⸣kanaiʤi],カナイジー,名
[⸣kanai ʃi̥⸢ki⸣pu̥su],カナイシキプス,連
[⸣kanainuːnu],カナイヌーヌ,名
[ka⸢nai⸣pu̥su],カナイプス,名
[⸣kanaimunu],カナイムヌ,名
[ka⸢nai⸣ruŋ],カナイルン,自動
[ka⸢nai⸣ruŋ],カナイルン,他動
[⸣kanauŋ],カナウン,自動
[⸣kanauŋ],カナウン,自動
[ka⸢na⸣kaki],カナカキ,名
[ka⸢na⸣kaː],カナケー,名
[ka⸢na⸣kenu ⸢san⸣doːʣaːteː],カナケヌサンドーザーテー,連
[ka⸢na⸣sa],カナサ,名
[ka⸢nasaʔiʤi],カナサイジ,名
[ka⸢na⸣sa ⸢suŋ],カナサスン,連
[ka⸢nasabi],カナサビ,名
[ka⸢nasamari],カナサマリ,名
[ka⸢na⸣saŋ],カナサン,形
[-ga⸢na⸣ʃi],ガナシ,接尾
[ka⸢naʃeː⸣ma],カナシェーマ,名
[ka⸢naʃi̥ki],カナシキ,名
[ka⸢naʃikiguru],カナシキグル,名
[ka⸢naʃi̥ki suŋ],カナシキスン,連
[ka⸢naʤiru],カナジル,名
[ka⸢nadarai],カナダライ,名
[ka⸢nak⸣kuru],カナックル,名
[ka⸢nak⸣kuru],カナックル,名
[ka⸢naduku],カナドゥク,名
[ka⸢nanoko],カナノコ,名
[ka⸢napai],カナパイ,名
[ka⸢napainu⸣ su⸢bu⸣ru],カナパイヌスブル,連
[ka⸢napainu⸣ paː],カナパイヌパー,連
[ka⸢napainu⸣ miŋ],カナパイヌミン,連
[ka⸢napainu jui],カナパイヌユイ,連
[ka⸢nabaru],カナバル,名
[ka⸢nabaru],カナバル,名
[ka⸢nami],カナミ,名
[ka⸢nami],カナミ,名
[ka⸢namiː],カナミー,名
[ka⸢namunu],カナムヌ,名
[ka⸢namunudoːŋgu],カナムヌドーング,名
[ka⸢namunujaː],カナムヌヤー,名
[ka⸢ni],カニ,名
[ka⸢ni],カニ,名
[ka⸢ni],カニ,名
[ka⸢ni],カニ,名
[ka⸢ni],カニ,名
[⸣-gani],ガニ,接尾
[⸣kaniː],カニー,名
[ka⸢niʔaŋ],カニアン,名
[ka⸢ni⸣gani],カニガニ,副
[ka⸢ni⸣ku],カニク,名
[ka⸢niku⸣ʤiː],カニクジー,名
[ka⸢niʤiŋ],カニジン,名
[ka⸢ni⸣soː],カニソー,名
[ka⸢niti],カニティ,副
[ka⸢ninaːru],カニナール,名
[ka⸢ninabi],カニナビ,名
[ka⸢nipanʧimuni],カニパンチムニ,名
[ka⸢nipanʦuŋ],カニパンツン,自動
[ka⸢nibuː],カニブー,名
[ka⸢nibuːjaː],カニブーヤー,名
[ka⸢niɸuŋ],カニフン,名
[ka⸢nimaːsuŋ],カニマースン,他動
[⸢kanimui],カニムイ,固
[ka⸢nijakkoŋ],カニヤッコン,名
[ka⸢niruŋ],カニルン,他動
[⸣kaniŋ],カニン,名
[⸣kaniŋkaʣa],カニンカザ,名
[ka⸢niʔmma],カニンマ,名
[ka⸢nu],カヌ,連体
[ka⸢nu⸣kamura],カヌカムラ,名
[ka⸢nu⸣kawaŋ],カヌカワン,名
[ka⸢nuʃaː⸣ma],カヌシャーマ,名
[ka⸢nuʧibau],カヌチバウ,名
[kanutu],カヌトゥ,名
[ka⸢nu pu̥su],カヌプス,連
[ka⸢nu juː],カヌユー,名
[ka⸢noːʃi],カノーシ,名
[ka⸢ba],カバ,名
[⸣gabaː],ガバー,名
[ka⸢baːkabaː⸣ʃi],カバーカバーシ,副
[kabaː⸢kabaː⸣ʃi],カバーカバーシ,副
[⸣gabaːɸuː],ガバーフー,名
[⸣gabaː ⸣ɸuːŋ],ガバーフーン,連
[ga⸢baːɸui⸣munu],ガバーフイムヌ,名
[⸣gabaːɸujaː],ガバーフヤー,名
[ga⸢baːŋgabaː⸣ʃi],ガバーンガバーンシ,副
[ka⸢ba⸣ʔaba],カバアバ,名
[kḁ⸢pakapa⸣ʃi],カパカパシ,副
[ka⸢basariŋ],カバサリン,他動
[ka⸢basuŋ],カバスン,自動
[ka⸢basuŋ],カバスン,他動
[ka⸢ba⸣suŋ],カバスン,他動
[ka⸢bas⸣saŋ],カバッサン,形
[ka⸢bas⸣saŋ],カバッサン,形
[ka⸢bamuni],カバムニ,名
[ga⸢ba⸣ra],ガバラ,名
[ga⸢ba⸣ra],ガバラ,名
[gaba⸢raːtti],ガバラーッティ,副
[ga⸢baragabara],ガバラガバラ,副
[ga⸢baragabara⸣ʃi],ガバラガバラシ,副
[ga⸢baraguburu],ガバラグブル,副
[ga⸢baraguburu],ガバラグブル,副
[ga⸢barapatara],ガバラパタラ,副
[ga⸢barapatara⸣ʃi],ガバラパタラシ,副
[gabara⸢raː],ガバララー,副
[ga⸢bammika⸣suŋ],ガバンミカスン,他動
[ka⸢bi],カビ,名
[ka⸢bi⸣ʔuʣu],カビウズ,名
[ka⸢biʔoŋgi],カビオンギ,名
[ka⸢biʃi̥kiŋgani],カビシキンガニ,名
[ka⸢biʤiŋ],カビジン,名
[ka⸢bissuŋ],カビッスン,名
[ka⸢bifaimuʃi],カビファイムシ,名
[ka⸢biɸu̥kuru],カビフクル,名
[ka⸢bi⸣munu],カビムヌ,名
[ka⸢bi⸣munu],カビムヌ,名
[ka⸢bijaː],カビヤー,名
[ka⸢bijakimunu],カビヤキムヌ,名
[ka⸢bi⸣ra],カビラ,名
[⸣kabu],カブ,名
[ka⸢bu],カブ,名
[⸣kabu],カブ,助数
[⸣kḁɸuː],カフー,名
[kḁ⸢ɸuː⸣nu pu̥⸢su],カフーヌプス,連
[ka⸢buʃiŋka],カブシンカ,名
[⸢gaɸu⸣ta],ガフタ,名
[ka⸢butʧi],カブッチ,名
[gaɸu̥⸢ti],ガフティ,副
[gaɸu̥⸢ti],ガフティ,副
[ga⸢bunuŋ],ガブヌン,名
[⸣kaburukiː],カブルキー,名
[ka⸢bu⸣ruŋ],カブルン,他動
[ka⸢bu⸣reː],カブレー,名
[⸣kabuŋ],カブン,他動
[⸣kabuŋ],カブン,他動
[⸣kabuŋ],カブン,他動
[⸣kabuŋ],カブン,他動
[⸣kabuŋ],カブン,他動
[ka⸢buŋ],カブン,他動
[ka⸢ma],カマ,名
[⸣kama],カマ,名
[⸣kama],カマ,名
[⸣kama],カマ,代
[ga⸢ma],ガマ,名
[ka⸢maː⸣kumaː],カマークマー,代
[⸣kamaː ⸣ɸuːŋ],カマーフーン,連
[⸣kamaː ⸢hoː⸣suŋ],カマーホースン,連
[ka⸢maːra⸣saŋ],カマーラサン,形
[-ga⸢maːra⸣saŋ],ガマーラサン,接尾
[ka⸢maʔagi],カマアギ,名
[⸣kamai],カマイ,名
[ka⸢mai],カマイ,名
[⸣kamai tu⸢ri⸣pu̥su],カマイトゥリプス,連
[ka⸢mai⸣nu kḁ⸢ki],カマイヌカキ,連
[ka⸢mai⸣nu ⸣kimu],カマイヌキム,連
[ka⸢mai⸣nu ⸣ʃiː],カマイヌシー,連
[ka⸢mai⸣nu ⸣miŋ],カマイヌミン,連
[⸣kamaijama],カマイヤマ,名
[ka⸢mai⸣joː],カマイヨー,名
[ka⸢mai⸣ruŋ],カマイルン,自動
[ka⸢mai⸣ruŋ],カマイルン,自動
[⸣kamauŋ],カマウン,自動
[ga⸢ma⸣ku],ガマク,名
[gama⸢koː⸣ma],ガマコーマ,名
[ka⸢ma⸣saː],カマサー,名
[ka⸢ma⸣ʤi],カマジ,名
[ga⸢ma⸣dʒi],ガマジ,名
[ga⸢ma⸣dʒi],ガマジ,名
[ga⸢ma⸣dʒikidʒi],ガマジキジ,名
[ga⸢ma⸣ʤi ʃi⸢mi⸣ruŋ],ガマジシミルン,連
[ga⸢ma⸣ʤi su⸢miruŋ],ガマジスミルン,連
[ga⸢maʤi⸣nu ⸣ʔaba],ガマジヌアバ,連
[ga⸢maʤi⸣nu gu⸢ru],ガマジヌグル,連
[ga⸢maʤi⸣nu ⸣jaŋ],ガマジヌヤン,連
[ga⸢ma⸣ʤi ɸu̥⸢kiruŋ],ガマジフキルン,連
[ga⸢ma⸣ʤi ⸣jamuŋ],ガマジヤムン,連
[ga⸢maʤi⸣jaŋ],ガマジヤン,名
[ga⸢ma⸣ʤi ⸢juːŋ],ガマジユーン,連
[ka⸢maʧi],カマチ,名
[ka⸢ma⸣ʧi],カマチ,名
[ka⸢maʧeː⸣ma],カマチェーマ,名
[ka⸢maʧinu⸣ ʃiŋ],カマチヌシン,連
[ka⸢maʧiɸu̥ʧi],カマチフチ,名
[ka⸢madeː],カマデー,名
[ka⸢madoː],カマドー,名
[ga⸢manaːri],ガマナーリ,名
[ga⸢manaːru],ガマナール,名
[ga⸢manaki],ガマナキ,名
[ka⸢ma⸣nu ⸣tidai],カマヌティダイ,連
[ka⸢ma⸣nu pḁ⸢ta],カマヌパタ,連
[ga⸢manu⸣ miː],ガマヌミー,連
[ka⸢mabuku],カマブク,名
[ka⸢mabukuʃikki⸣ʔuʃi],カマブクシッキウシ,名
[ka⸢mabukunu⸣ ʃiː],カマブクヌシー,連
[ka⸢ma⸣riŋ],カマリン,他動
[ka⸢ma⸣reː],カマレー,名
[ka⸢ma⸣reʣaː],カマレザー,名
[⸣kamanta],カマンタ,名
[⸣kamanta],カマンタ,代
[⸣kamantaː],カマンター,連
[⸣kami],カミ,名
[⸣kami],カミ,名
[ka⸢mi],カミ,名
[ka⸢miʔaki⸣nai],カミアキナイ,名
[kamiga⸢na⸣ʃi],カミガナシ,名
[ka⸢mikuru⸣suŋ],カミクルスン,他動
[ka⸢mi⸣ʣaː],カミザー,名
[ka⸢miʃimi⸣ruŋ],カミシミルン,他動
[ka⸢mi⸣ʃimu],カミシム,名
[ka⸢miniŋ⸣gai],カミニンガイ,名
[ka⸢minin⸣tuː],カミニントゥー,名
[ka⸢minu⸣ kuː],カミヌクー,連
[ka⸢minu⸣kuːʔuʣi],カミヌクーウジ,名
[ka⸢minu⸣kuːpḁka],カミヌクーパカ,名
[ka⸢mi⸣nu ʃi⸢bibaː⸣kim ⸢piː⸣ʧi],カミヌシビバーキンピーチ,成
[ka⸢minuʣuː],カミヌズー,名
[ka⸢minu⸣ na⸢da⸣nu ⸣kḁtatini],カミヌナダヌカタチニ,連
[ka⸢mi⸣nu ba⸢ri],カミヌバリ,連
[ka⸢mi⸣nu ⸣miŋ],カミヌミン,連
[ka⸢mi⸣buʃi],カミブシ,名
[ka⸢mirari⸣jaŋ],カミラリヤン,名
[ka⸢mi⸣ruŋ],カミルン,他動
[ka⸢mi⸣ruŋ],カミルン,他動
[ka⸢mi⸣ruŋ],カミルン,自動
[ka⸢muːŋ],カムーン,自動
[ka⸢mui],カムイ,名
[ka⸢mui],カムイ,名
[ka⸢muraː⸣ma],カムラーマ,名
[⸣kamuŋ],カムン,他動
[kamuŋ],カムン,他動
[kamuŋ],カムン,自動
[kamuŋ],カムン,自動
[⸣kamoːppiteː],カモーッピテー,名
[ka⸢ja],カヤ,名
[⸣kajaː],カヤー,終助
[⸣kajaː],カヤー,終助
[⸣kajaː],カヤー,終助
[⸣kajaː],カヤー,終助
[⸣kajaː],カヤー,終助
[⸣kajaː],カヤー,終助
[⸣gajaː],ガヤー,名
[⸣gajaː ⸢ʔaipu̥su],ガヤーアイプス,連
[ga⸢jaː⸣kubi],ガヤークビ,名
[ga⸢jaː⸣ʃi̥ki],ガヤーシキ,名
[ga⸢jaː⸣suri],ガヤースリ,名
[ga⸢jaːsuri⸣pu̥su],ガヤースリプス,名
[⸣gajaː ⸣suruŋ],ガヤースルン,連
[ka⸢jaːsuŋ],カヤースン,他動
[⸣gajaːtinʣoː],ガヤーティンゾー,名
[ga⸢jaː⸣nuː],ガヤーヌー,名
[ga⸢jaː⸣nuː],ガヤーヌー,名
[⸣gajaːpaʤiŋ],ガヤーパジン,名
[ga⸢jaːm⸣ miː],ガヤーンミー,連
[⸣gajajaː],ガヤヤー,名
[ka⸢juːŋ],カユーン,自動
[ka⸢joːriŋ],カヨーリン,自動
[⸣kajoːŋ],カヨーン,名
[ka⸢ra],カラ,名
[ka⸢ra],カラ,名
[ka⸢ra],カラ,名
[⸣kara],カラ,助数
[ga⸢ra],ガラ,名
[ga⸢ra],ガラ,名
[ga⸢ra],ガラ,名
[karaː⸢karaː⸣ʃi],カラーカラーシ,副
[ka⸢raːkaraː⸣ʃi],カラーカラーシ,副
[ka⸢raː⸣ŋ],カラーン,形
[ka⸢raʔiː],カライー,名
[ka⸢raiki],カライキ,名
[ka⸢ra⸣ʔiʃi],カライシ,名
[ka⸢rai⸣ruŋ],カライルン,他動
[ka⸢rai⸣ruŋ],カライルン,他動
[ka⸢ra ʔuŋ],カラウン,名
[⸣karauŋ],カラウン,他動
[ka⸢rakaːranu],カラカーラヌ,連
[ka⸢rakauŋ],カラカウン,他動
[ka⸢rakauŋ],カラカウン,他動
[ga⸢ragara],ガラガラ,副
[ga⸢ra⸣garaː],ガラガラー,名
[ka⸢rakannaːru],カラカンナール,名
[ka⸢ragu],カラグ,名
[ka⸢rakuʤi],カラクジ,名
[ga⸢ra⸣ku⸢toːtu],ガラクトートゥ,感
[カ⸢ラ⸣クリ],カラクリ,名
[ga⸢ra⸣sa],ガラサ,名
[ka⸢rasaː],カラサー,名
[ka⸢ra⸣saːʃi̥ʦu],カラサーシツ,名
[ka⸢raʣaki],カラザキ,名
[ga⸢ra⸣saniːbaru],ガラサニーバル,名
[ga⸢rasa⸣nu ⸢koː⸣ma],ガラサヌコーマ,連
[ga⸢rasa⸣nu ɸu̥⸢ʧi],ガラサヌフチ,連
[ga⸢ra⸣sapabu],ガラサパブ,名
[ga⸢ra⸣samaːru],ガラサマール,名
[ga⸢ra⸣samai],ガラサマイ,名
[ka⸢raʤiː],カラジー,名
[ka⸢raʃiːʃi],カラシーシ,名
[ka⸢raʃiʧiŋ],カラシチン,名
[ka⸢ra⸣ʃini],カラシニ,名
[ka⸢raʃijaː],カラシヤー,名
[ka⸢raʃuː],カラシュー,名
[ka⸢ra⸣su],カラス,名
[ka⸢rasuː],カラスー,名
[ka⸢raʣuː⸣waŋ],カラズーワン,形
[ka⸢rasuŋ],カラスン,他動
[ga⸢rasuŋ],ガラスン,他動
[ga⸢rasuŋ],ガラスン,他動
[ga⸢ra⸣suŋ],ガラスン,他動
[ka⸢ra⸣ta],カラタ,名
[ka⸢rassaːku],カラッサーク,名
[ka⸢rassu],カラッス,名
[ka⸢rassuri],カラッスリ,名
[garat⸢ti],ガラッティ,副
[ka⸢ratiː],カラティー,名
[ka⸢raduː],カラドゥー,名
[ka⸢ranaki],カラナキ,名
[ka⸢ra⸣niː],カラニー,名
[ka⸢raneːʃi],カラネーシ,名
[ka⸢rapai],カラパイ,名
[ka⸢rapaku],カラパク,名
[ka⸢rabata],カラバタ,名
[ka⸢rabata],カラバタ,名
[ka⸢rabatʦaː⸣ŋ],カラバッツァーン,形
[ka⸢rapanaʃi̥ki],カラパナシキ,名
[ka⸢rabari],カラバリ,名
[ka⸢rabaru],カラバル,名
[ka⸢rapaŋ],カラパン,名
[ka⸢rabiːbaki],カラビーバキ,名
[ka⸢rapisa],カラピサ,名
[ka⸢rapiʃi],カラピシ,名
[ka⸢raɸuki],カラフキ,名
[ka⸢raɸuʧi],カラフチ,名
[ka⸢ra⸣puni],カラプニ,名
[ka⸢ra⸣puni],カラプニ,名
[ka⸢raɸun⸣ʦa],カラフンツァ,名
[ka⸢ramaːsu],カラマース,名
[ka⸢ramaːsuŋ],カラマースン,他動
[ka⸢ramaːri],カラマーリ,名
[ka⸢rama⸣kuŋ],カラマクン,他動
[ka⸢rama⸣kuŋ],カラマクン,自動
[ka⸢rama⸣ruŋ],カラマルン,自動
[ka⸢rami⸣ruŋ],カラミルン,他動
[ka⸢rami⸣ruŋ],カラミルン,他動
[ka⸢ramunu],カラムヌ,名
[ka⸢ra⸣muŋ],カラムン,他動
[ka⸢ra⸣muŋ],カラムン,他動
[ka⸢ra⸣mun],カラムン,自動
[ka⸢ra⸣mun],カラムン,自動
[ka⸢rajaŋ],カラヤン,名
[ka⸢rawaʣa],カラワザ,名
[ka⸢raʔmbuʃi],カランブシ,名
[ka⸢ri],カリ,代
[ka⸢ri],カリ,代
[ka⸢ri],カリ,名
[ka⸢riʣaku],カリザク,名
[ka⸢riʤiː],カリジー,名
[ka⸢riʤibuŋ],カリジブン,名
[ka⸢ridaka],カリダカ,名
[ga⸢ripikari],ガリピカリ,名
[ka⸢ripusu],カリプス,名
[ka⸢rimunu],カリムヌ,名
[ka⸢rijaː],カリヤー,名
[ga⸢rijuːnaː],ガリユーナー,連
[ka⸢rijuʃi],カリユシ,名
[ga⸢riŋgata],ガリンガタ,名
[ka⸢riŋ⸣kuriŋ],カリンクリン,連
[ga⸢ru],ガル,名
[⸣garu],ガル,名
[⸣karui],カルイ,名
[⸣karui ⸢ʔoːru⸣ŋ],カルイオールン,連
[ka⸢rui⸣sïkuŋ],カルイシゥクン,他動
[⸣karui ʃi̥⸢ki⸣ruŋ],カルイシキルン,連
[⸣karui ta⸢boː⸣ruŋ],カルイタボールン,連
[ka⸢rui⸣nu ⸣guʃi],カルイヌグシ,連
[ka⸢ruimaː⸣suŋ],カルイマースン,他動
[ka⸢rui⸣ruŋ],カルイルン,他動
[ga⸢ruma⸣ki],ガルマキ,他動
[ka⸢ruma⸣kuŋ],カルマクン,他動
[ka⸢ru⸣muŋ],カルムン,他動
[⸣garujukuŋ],ガルユクン,名
[ka⸢ruŋ],カルン,他動
[ka⸢ruŋ],カルン,他動
[ga⸢ruŋ],ガルン,自動
[ga⸢ruŋ],ガルン,自動
[ka⸢ruŋgakiraranu],カルンガキララヌ,他動
[ka⸢runʤiruŋ],カルンジルン,他動
[ka⸢runʣuŋ],カルンズン,他動
[ka⸢reː],カレー,連
[ka⸢reː],カレー,連
[ka⸢roːkaroː⸣ʃi],カローカローシ,副
[karoː⸢karoː⸣ʃi],カローカローシ,副
[ka⸢roː⸣ŋ],カローン,形
[ga⸢roː⸣ŋ],ガローン,形
[ka⸢wasuŋ],カワスン,他動
[ka⸢watta⸣ ku̥tu],カワッタクトゥ,連
[⸣kaŋ],カン,名
[⸣kaŋ],カン,名
[⸣kaŋ],カン,名
[⸣kaŋ],カン,名
[⸢gaŋ],ガン,名
[⸢kaŋʔata⸣ru],カンアタル,名
[⸢kaŋ⸣gai],カンガイ,名
[⸢kaŋ⸣gaigutu],カンガイグトゥ,名
[⸢kaŋgai⸣kumuŋ],カンガイクムン,自動
[kaŋgai⸣ʧigai],カンガイチガイ,名
[⸢kaŋgainoː⸣suŋ],カンガイノースン,他動
[⸢kaŋgaibusu̥⸣ku],カンガイブスク,名
[⸢kaŋgai⸣munu],カンガイムヌ,名
[⸢kaŋgai⸣ruŋ],カンガイルン,他動
[⸢kaŋgaiʔnʣa⸣suŋ],カンガインザスン,他動
[⸢kaŋ⸣gauŋ],カンガウン,他動
[⸢kaŋkakari⸣munu],カンカカリムヌ,名
[⸢kaŋgaka⸣ru],カンガカル,名
[⸢kaŋgaka⸣ru],カンガカル,名
[⸢kaŋgana⸣ʃi],カンガナシ,名
[⸣kaŋ ka⸢mi⸣ruŋ],カンカミルン,連
[kaŋ⸢karaː⸣ma],カンカラーマ,名
[⸢kaŋkaŋ],カンカン,名
[⸣kaŋkaŋ],カンカン,名
[⸢kaŋ⸣gaŋ],カンガン,名
[⸢kaŋ⸣gaŋ],カンガン,名
[⸣gaŋgaŋ],ガンガン,名
[⸢kaŋgaŋ⸣ʔiʦa],カンガンイツァ,名
[⸢gaŋkaŋ⸣ʃi],ガンカンシ,副
[⸢gaŋgaŋ⸣ʃi],ガンガンシ,副
[⸢gaŋgaŋ⸣ʃi],ガンガンシ,副
[⸣gaŋgaŋʃiru],ガンガンシル,名
[⸣gaŋgantaŋgu],ガンガンタング,名
[⸣gaŋgampaku],ガンガンパク,名
[⸢kaŋgam⸣muʧi],カンガンムチ,名
[⸢kaŋkiː],カンキー,名
[⸢kaŋ⸣kisuŋ],カンキスン,他動
[⸢gaŋ⸣kjoː],ガンキョー,名
[⸢gaŋku],ガンク,名
[⸢kaŋgu⸣ku],カングク,名
[⸢kaŋgu⸣tu],カングトゥ,名
[⸢kaŋkumu⸣ʧi],カンクムチ,名
[⸢kaŋkoː⸣roː],カンコーロー,名
[⸢kanʣa],カンザ,代
[⸢kansaka⸣sa],カンサカサ,名
[⸢kan⸣saʦu],カンサツ,名
[⸢kanʣatu⸣jaː],カンザトゥヤー,名
[⸢kanʣa⸣jaː],カンザヤー,名
[⸢kan⸣ʣaruŋ],カンザルン,他動
[⸢kaŋ⸣ʃi̥ʧi],カンシチ,名
[⸢kaŋ⸣ʃiba],カンシバ,名
[⸢kaŋʃibi⸣ruŋ],カンシビルン,他動
[⸢gan⸣ʤimi],ガンジミ,名
[⸢kan⸣ʤoː],カンジョー,名
[⸢kaŋʃira⸣ʃi],カンシラシ,名
[⸢gan⸣ʣuː],ガンズー,名
[⸢ganʣuː⸣mari],ガンズーマリ,名
[⸢ganʣuː⸣munu],ガンズームヌ,名
[⸢ganʣuː⸣ruŋ],ガンズールン,自動
[⸢kanʣuː⸣waŋ],カンズーワン,形
[⸢kan⸣su̥kuŋ],カンスクン,自動
[⸢kan⸣ʣumi],カンズミ,名
[⸢kan⸣suru],カンスル,名
[⸢kanʣoː],カンゾー,名
[gan⸢ʣoːganʣoː⸣ʃi],ガンゾーガンゾーシ,副
[⸢gan⸣ʣoːŋ],ガンゾーン,形
[⸢kan⸣taː],カンター,名
[⸢kan⸣taː],カンター,名
[⸢kandaː⸣ri],カンダーリ,名
[⸢kandakaː⸣ʔiʃi],カンダカーイシ,名
[⸢kandakaː⸣ŋ],カンダカーン,形
[⸢gandaragoː],ガンダラゴー,名
[⸢gandaragoː⸣ kḁ⸢tami⸣pu̥su],ガンダラゴーカタミプス,連
[⸢gandaragoːjaː],ガンダラゴーヤー,名
[⸢kandaŋ⸣ʔiʃi],カンダンイシ,名
[⸢kandan⸣doː],カンダンドー,固
[⸢kan⸣ʧigai],カンチガイ,名
[⸢kan⸣ʧoː],カンチョー,名
[⸢kan⸣ʦaːʔasabi],カンツァーアサビ,名
[⸢kanʦaː⸣suŋ],カンツァースン,他動
[⸢-kantiː],カンティー,接尾
[⸣kandoː],カンドー,名
[⸢gandoːnukiru],ガンドーヌキル,名
[⸢gandoːri⸣munu],ガンドーリムヌ,名
[⸢gandoː⸣ruŋ],ガンドールン,自動
[⸢kan⸣du],カンドゥ,名
[⸣kan tu⸢buŋ],カントゥブン,連
[⸢kandujabu⸣ri],カンドゥヤブリ,名
[⸢kan⸣turuŋ],カントゥルン,他動
[⸢kantuŋ⸣gaː],カントゥンガー,名
[⸢kannaː⸣ru],カンナール,名
[⸢kan⸣nigai],カンニガイ,名
[⸢kan⸣nu ⸣kuː],カンヌクー,連
[⸢kan⸣nu ku⸢mu⸣ru],カンヌクムル,連
[⸢kan⸣nuʃi],カンヌシ,名
[⸢kannu⸣ffa],カンヌッふァ,名
[⸢kannu⸣mai],カンヌマイ,名
[⸢kan⸣nu ⸣miʧi],カンヌミチ,連
[⸢kan⸣nu ⸣juː],カンヌユー,連
[⸢kan⸣ne],カンネ,連
[⸢gam⸣paʤi],ガンパジ,名
[⸢kampaʧi],カンパチ,名
[⸢kam⸣baʧeː ⸢joːnnaː],カンバチェーヨーンナー,連
[⸢kambajaː⸣ŋ],カンバヤーン,形
[⸢kampajaː⸣ŋ],カンパヤーン,形
[⸢gampara],ガンパラ,名
[⸢gamparamiʧi],ガンパラミチ,名
[⸢gam⸣bari],ガンバリ,名
[⸢kam⸣pjuː],カンピュー,名
[⸢kampjuː⸣ru],カンピュール,名
[⸢kam⸣bjoː],カンビョー,名
[⸢kambjoːbuga⸣ri],カンビョーブガリ,名
[⸣kampira],カンピラ,名
[⸢kambira⸣ki],カンビラキ,名
[⸢kam⸣biŋ],カンビン,名
[⸢kam⸣puː],カンプー,名
[⸢kam⸣pu̥su],カンプス,名
[⸢kaŋ⸣ɸu̥ʧi],カンフチ,名
[⸢kamputu⸣ki],カンプトゥキ,名
[⸢kam⸣buri],カンブリ,名
[⸣gamboːʃi],ガンボーシ,名
[⸢kam⸣maki],カンマキ,名
[⸢gam⸣maraː],ガンマラー,名
[⸢gam⸣maraːŋ],ガンマラーン,形
[⸢gam⸣mari],ガンマリ,名
[⸢gam⸣mari ⸢suŋ],ガンマリスン,連
[⸢gaŋjaː],ガンヤー,名
[⸢kaɲjuː],カンユー,名
[⸢kaɲjoː⸣ruŋ],カンヨールン,自動
[⸢kaɲ⸣joi],カンヨイ,名
[⸢kan⸣ruː],カンルー,名
[⸢kanruːjabu⸣ri],カンルーヤブリ,名
[⸣ki],キ,接尾
[⸣kiː],キー,名
[⸢kiː],キー,名
[⸢kiː],キー,名
[⸢kiː],キー,名
[⸣giː],ギー,名
[⸢giː],ギー,名
[⸢kiːʔai⸣ku],キーアイク,名
[⸢kiːʔaida⸣ʧi],キーアイダチ,名
[⸢kiːʔiri],キーイリ,名
[⸢kiːʔuː⸣ru],キーウール,名
[⸢kiː⸣ʔuʃi],キーウシ,名
[⸢kiː⸣ʔuŋ],キーウン,名
[⸢giːkai],ギーカイ,名
[⸢giːkairi],ギーカイリ,名
[⸢kiː⸣kaʣa],キーカザ,名
[⸢kiːkasakasaː],キーカサカサー,名
[⸢giːgiː],ギーギー,副
[⸢giːgiː⸣ʃi],ギーギーシ,副
[⸢giːgiː⸣ʃi],ギーギーシ,副
[⸢giːgiː⸣ʃi],ギーギーシ,副
[⸢kiːkiʃinuki⸣ru],キーキシヌキル,名
[⸢kiː⸣ku],キーク,名
[⸢kiː⸣ku],キーク,名
[⸢giːgui],ギーグイ,名
[⸢giːgujaː],ギーグヤー,名
[⸢giːgoː⸣munu],ギーゴームヌ,名
[⸢giːgoːmunu],ギーゴームヌ,名
[⸢giːgoː⸣ŋ],ギーゴーン,形
[⸢kiːsï̥kai],キーシゥカイ,名
