noisy_input,clean_katakana_target,phonemic_target
ハサヌカ,バサヌカー,[ba⸢sa⸣nu ⸣kaː]
ヌウヌピカシヨイ,ヌーヌピカシヨイ,[⸢nuːnupikaʃijoi]
トゥミ,ドゥーミー,[⸣duːmiː]
カジマアルン,カジマールン,[ka⸢ʤimaːruŋ]
アアヌプウ,アーヌプー,[⸢ʔaː⸣nu ⸣puː]
ツオ,ツォー,[⸢ʦoː]
イットゥー,イットゥー,[⸢ʔittuː]
ツふジルカジル,ッふジルカージル,[f⸢fuʤirukaː⸣ʤiru]
ヌチムウン,ヌチムーン,[⸣nuʧi ⸣muːŋ]
イズン,イズン,[ʔi⸢ʣuŋ]
ザツトウ,ザットゥ,[ʣat⸢tu]
カサフタカブン,カサフタカブン,[kḁ⸢saɸu̥⸣ta ⸣kabuŋ]
ナマサリ,ナマザリ,[na⸢ma⸣ʣari]
ンゴーンゴー,ンゴーンゴー,[ʔŋ⸢goːŋgoː]
マリンカアリ,マリンガーリ,[ma⸢riŋgaːri]
チカユルン,チカユルン,[ʧi̥⸢ka⸣juruŋ]
シゥカラムチ,シゥカラムチ,[si̥⸢karamuʧi]
ツふカビムヌ,ッふカビムヌ,[f⸢fukabi⸣munu]
ピカイ,ピカイ,[pi̥⸢kai]
パナーラスン,パナーラスン,[pa⸢naːra⸣suŋ]
ヒキパシナ,ビキパシナー,[bi⸢kipaʃinaː]
シキタ,シキダ,[ʃi̥⸢ki⸣da]
ニンヌシイ,ニンヌシー,[⸢ninnu⸣ ʃiː]
ナンツァピュールクガニピュール,ナンツァピュールクガニピュール,[⸢nanʦapjuː⸣ru ku⸢ganipjuːru]
バザラー,バザラー,[baʣa⸢raː]
シウカイキ,シゥカイキー,[si̥⸢kaikiː]
ピイル,ピール,[⸢piːru]
フチンドゥオリ,フチンドゥオーリ,[ɸu̥⸢ʧindu ʔoːri]
ンミブシ,ンミブシ,[ʔm⸢mibuʃi]
ミジタア,ミジター,[mi⸢ʤitaː]
シラシ,シラシ,[ʃi⸢raʃi]
バキダマ,バキダマ,[ba⸢ki⸣dama]
ナビツツ,ナビッツ,[na⸢bit⸣ʦu]
アテイサキ,アティサキ,[ʔa⸢tisaki]
クレ,クーレー,[⸢kuː⸣reː]
ツスサタ,ッスサタ,[s⸢su⸣sata]
キウル,キーウール,[⸢kiːʔuː⸣ru]
アフシエーマ,アブジェーマ,[ʔa⸢buʤeː⸣ma]
ダアキムチ,ダーキムチ,[⸢daːki⸣muʧi]
クイムク,クイムク,[⸢kuimu⸣ku]
ミダラスン,ミーダラスン,[⸢miːdara⸣suŋ]
ウロイ,ウロイ,[⸣ʔuroi]
ナリムヌ,ナーリムヌ,[⸢naːri⸣munu]
プスマユクイ,プスマユークイ,[pu̥⸢sumajuːkui]
ススクン,スースクン,[⸢suː⸣su̥kuŋ]
ウイスブ,ウイスーブ,[⸢ʔuisuː⸣bu]
ナニ,ナーニ,[⸢naː⸣ni]
ピカウン,ピカウン,[pi̥⸢kauŋ]
ナカディプス,ナカディプス,[na⸢kadi⸣pu̥su]
イシビ,イーシビー,[⸢ʔiː⸣ʃibiː]
タカイスン,ターカイスン,[⸣taː ⸢kai⸣suŋ]
ナルン,ナルン,[⸣naruŋ]
バタウイナスン,バターウイナスン,[⸣bataː ⸢ʔui⸣ nasuŋ]
スコオルン,スコールン,[su̥⸢koːruŋ]
シニヤフ,シニヤフ,[ʃi⸢nijaɸu]
グンクローマ,グンクローマ,[guŋ⸢kuroː⸣ma]
アネ,アーネー,[⸢ʔaː⸣neː]
プスマー,プスマー,[pu̥⸢sumaː]
ラー,ラー,[⸣raː]
ナアヌ,ナーヌ,[⸢naː⸣nu]
シナマリ,シナマリ,[ʃi⸢na⸣mari]
トゥシフ,トゥジフー,[tu⸢ʤiɸuː]
ウキナーカウ,ウキナーカウ,[ʔu⸢kinaː⸣kau]
ヤアムティトンク,ヤームティドング,[⸢jaːmutidoŋ⸣gu]
ムデイアヤ,ムディアヤ,[mu⸢di⸣ʔaja]
ナーナーシ,ナーナーシ,[naː⸢naː⸣ʃi]
ユクルン,ユグルン,[ju⸢guruŋ]
トゥナミ,トゥナミ,[tu⸢na⸣mi]
パチナンカ,パチナンカ,[pḁ⸢ʧinaŋka]
シムヌムラ,シムヌムラ,[ʃi⸢munumura]
グマフイ,グマフイ,[gu⸢maɸui]
ウシピッツァスン,ウシピッツァスン,[ʔu⸢ʃipitʦa⸣suŋ]
ヒーヤホー,ヒーヤホー,[⸢çiːja⸣hoː]
ナカヤドゥ,ナカヤドゥ,[na⸢ka⸣jadu]
マイヌナイ,マイヌナイ,[⸢mainu⸣ nai]
トゥドゥキ,トゥドゥキ,[tu⸢du⸣ki]
ティン,ティン,[⸣tiŋ]
テインゾヌサン,ティンゾーヌサン,[⸢tinʣoː⸣nu ⸣saŋ]
カイクルブン,カイクルブン,[⸢kaikuru⸣buŋ]
テイキシルン,ティーキシルン,[⸣tiː ki̥⸢ʃi⸣ruŋ]
アトオキイ,アトーキー,[⸣ʔatoːkiː]
アカシマア,アカシマー,[⸣ʔakaʃimaː]
フッカアスン,フッカースン,[⸢ɸukkaː⸣suŋ]
パラタティミ,パラータティミー,[pa⸢raːtati⸣miː]
ラ,ラー,[⸣raː]
アシカラアン,アシカラーン,[ʔa⸢ʃikaraː⸣ŋ]
タタハル,タータバル,[⸢taːtaba⸣ru]
サブンシキ,サーブンシキ,[⸢saːbuŋ⸣ʃi̥ki]
マズン,マーズン,[⸢maːʣuŋ]
ガンダラゴヤ,ガンダラゴーヤー,[⸢gandaragoːjaː]
ユンダ,ユンダ,[⸣junda]
アガジン,アガジン,[ʔa⸢gaʣiŋ]
アタスクリ,アタスクリ,[ʔa⸢tasu̥kuri]
ミイヤツサン,ミーヤッサン,[⸢miːjas⸣saŋ]
ウウムカシ,ウームカシ,[⸢ʔuːmukaʃi]
ナンキシトウン,ナンギシトゥン,[⸢naŋ⸣gi ʃi̥⸢tuŋ]
オンダー,オンダー,[⸣ʔondaː]
フラフカ,フラフカー,[⸣ɸuraɸu̥kaː]
バリクー,バリクー,[ba⸢rikuː]
シーキスン,シーキスン,[⸢ʃiːkisuŋ]
ナアシカク,ナーシカク,[⸢naːʃi̥ka⸣ku]
シーアイルン,シーアイルン,[⸣ʃiː ⸢ʔairuŋ]
イレキ,イーレーキ,[⸢ʔiːreːki]
ヤナシイ,ヤナシー,[ja⸢naʃiː]
ムンドーカンドー,ムンドーカンドー,[⸢mundoːkan⸣doː]
タタミヌピル,タタミヌピル,[tḁ⸢taminu⸣ piru]
ピムトゥル,ピームドゥル,[⸢piːmuduru]
シイッシイ,シーッシー,[⸢ʃiː⸣ ʃ⸢ʃiː]
カカレトレ,カカレートーレー,[ka⸢ka⸣reːtoːreː]
シートゥーグルマ,シートゥーグルマ,[⸢ʃiːtuːguruma]
ッふァイカタ,ッふァイカタ,[f⸢faikata]
ビキ,ビキ,[bi⸢ki]
ウイパア,ウイパー,[⸢ʔuipaː]
ビニ,ビーニー,[⸢biːniː]
ナアハイバイ,ナーハイバイ,[⸢naːhaibai]
バンチフダ,バンチフダ,[⸢banʧi⸣ɸuda]
カイイカイ,カイーカイ,[kaiː⸢kai]
ピイシントオ,ピージントー,[⸢piːʤintoː]
ガラサヌコマ,ガラサヌコーマ,[ga⸢rasa⸣nu ⸢koː⸣ma]
バカザコー,バカザコー,[ba⸢kaʣa⸣koː]
ミースールン,ミースールン,[⸢miːsuː⸣ruŋ]
アーヌプー,アーヌプー,[⸢ʔaː⸣nu ⸣puː]
マアリザ,マーリザ,[⸢maːri⸣ʣa]
ウムイムヌ,ウムイムヌ,[ʔu⸢mui⸣munu]
パダナン,パダナーン,[pa⸢danaː⸣ŋ]
パジキシムヌ,パジキシムヌ,[pa⸢ʤikiʃi⸣munu]
ナライ,ナライ,[⸣narai]
ウタサンシン,ウタサンシン,[⸣ʔutasaŋʃiŋ]
サラサラッティ,サラサラーッティ,[sa⸢rasaraːt⸣ti]
ニチョールー,ニチョールー,[ni⸢ʧoː⸣ruː]
アバフツァ,アバフツァー,[ʔa⸢baɸu̥⸣ʦaː]
ノオルン,ノールン,[⸢noː⸣ruŋ]
ニチパンパン,ニチパンパン,[⸣niʧipampaŋ]
トゥムルマキ,トゥムルマキ,[tu⸢murumaki]
キッカラ,キーッカラ,[⸢kiːk⸣kara]
ハイグヮー,ハイグヮー,[⸢hai⸣gwaː]
ピソオムン,ピソームン,[pi̥⸢soː⸣muŋ]
ピキクー,ピキクー,[pi̥⸢kikuː]
アワリヨーリ,アワリヨーリ,[ʔa⸢wa⸣rijoːri]
ヌーン,ヌーン,[⸣nuːŋ]
ソンガー,ソンガー,[⸢soŋ⸣gaː]
カキナクン,カキナクン,[kḁ⸢kina⸣kuŋ]
シハルヌヤナンコオリヘエ,シバルヌヤナンゴーリベー,[ʃi⸢baru⸣nu ja⸢naŋgoː⸣ri ⸢beː]
ヌーミチ,ヌーミチ,[⸢nuː⸣miʧi]
ウカアウカアシ,ウカーウカーシ,[ʔu⸢kaːʔukaː⸣ʃi]
ハラヒ,バラビ,[ba⸢ra⸣bi]
ナカノーリ,ナカノーリ,[na⸢kanoː⸣ri]
マアガツ,マーガツ,[⸢maːga⸣ʦu]
ギギシ,ギーギーシ,[⸢giːgiː⸣ʃi]
シマウン,シマウン,[ʃi⸢mauŋ]
マルケエティナア,マルケーティナー,[ma⸢rukeːti⸣naː]
シカン,シカーン,[ʃi̥⸢kaː⸣ŋ]
ピツキキン,ピッキキン,[⸢pikki⸣kiŋ]
バタムーン,バタムーン,[⸣bata ⸢muːŋ]
ドウキナスン,ドゥキナスン,[du⸢kina⸣suŋ]
ガバララア,ガバララー,[gabara⸢raː]
ツふアイパザクン,ッふァイパザクン,[f⸢faipaʣakuŋ]
ユムチ,ユームチ,[⸢juːmuʧi]
ナカムン,ナガムン,[na⸢ga⸣muŋ]
シキユウナア,シキユーナー,[ʃi̥⸢kijuːnaː]
ドゥーカローン,ドゥーカローン,[⸢duːkaroː⸣ŋ]
イザリヌンガール,イザリヌンガール,[ʔi⸢ʣarinuŋgaru]
ザーッツァーシ,ザーッツァーシ,[⸢ʣaːtʦaː⸣ʃi]
ドゥームティドング,ドゥームティドング,[⸢duːmutidoŋ⸣gu]
キイブルスン,キーブルスン,[⸢kiːburusuŋ]
ハタコオルン,バタコールン,[⸣bata ⸢koː⸣ruŋ]
マラヌサウ,マラヌサウ,[ma⸢ra⸣nu ⸣sau]
ゴーンコーン,ゴーンコーン,[⸢goːŋkoːŋ]
ブン,ブン,[⸢buŋ]
ウツサ,ウッザ,[⸢ʔud⸣ʣa]
リーギ,リーギ,[⸢riːgi]
ナダホースン,ナダホースン,[⸣nada ⸢hoː⸣suŋ]
ピンクル,ピングル,[⸢piŋ⸣guru]
ニビヤッサン,ニビヤッサン,[ni⸢bijas⸣saŋ]
ヤキジマ,ヤキジマ,[ja⸢kiʤima]
ミツアル,ミツァール,[mi⸢ʦaːru]
ピス,ピース,[⸢piː⸣su]
ユンカル,ユーンガール,[⸢juːŋgaːru]
バタヨーン,バタヨーン,[ba⸢tajoː⸣ŋ]
シルツふアースン,シルッふァースン,[ʃi⸢ruffaː⸣suŋ]
シビ,シビ,[ʃi⸢bi]
イプス,イープス,[⸢ʔiːpusu]
プリルン,プリルン,[pu⸢riruŋ]
タンカムヌ,タンガムヌ,[⸢taŋga⸣munu]
トウイミヨ,トゥイミョー,[⸢tui⸣mjoː]
ヤマシゥカ,ヤマシゥカ,[ja⸢masi̥⸣ka]
パニジクルー,パニジクルー,[pa⸢niʤikuruː]
コオキイ,コーキー,[⸢koː⸣kiː]
タヤシグトゥ,タヤシグトゥ,[ta⸢jaʃigutu]
ナーシビー,ナーシビー,[⸢naːʃibiː]
パナ,パナ,[⸣pana]
インタプサッキャー,インタプサッキャー,[⸢ʔintapu̥sak⸣kjaː]
オオヌシイ,オーヌシー,[⸢ʔoː⸣nu ⸣ʃiː]
キナイトンク,キナイドング,[ki⸢naidoŋgu]
ナカディ,ナカディ,[na⸢ka⸣di]
カン,ガン,[⸢gaŋ]
トゥリアーシ,トゥリアーシ,[tu⸢riʔaː⸣ʃi]
ジサンシキル,ジーサンシキル,[⸢ʤiː⸣saŋʃi̥kiru]
マアレエ,マーレー,[⸢maːreː]
カキックナ,カキックナー,[kḁ⸢kik⸣kunaː]
パイヌッス,パイヌッス,[⸢painu⸣ ssu]
アンマーイカ,アンマーイカ,[⸢ʔammaː⸣ʔika]
トゥマラスン,トゥマラスン,[tu⸢marasuŋ]
ナウレ,ナウレ,[⸢nau⸣re]
ニスラ,ニースラ,[⸣niːsura]
カキムエ,カキムエー,[kḁ⸢ki⸣mujeː]
カカラア,カカラー,[kḁ⸢ka⸣raː]
ヤアカアシ,ヤーカージ,[⸢jaːkaː⸣ʤi]
パナシキフシゥカルン,パナシキフシゥカルン,[pa⸢naʃi̥ki ɸusi̥⸣karuŋ]
タンガミドンッふァ,タンガミドーンッふァ,[⸢taŋgamidoːŋ⸣ffa]
トゥク,トゥク,[⸣tu̥ku]
タミシ,タミシ,[ta⸢mi⸣ʃi]
フニンジョ,フニンジョー,[ɸu⸢ninʤoː]
ウツカイムツカイ,ウッカイムッカイ,[⸢ʔuk⸣kaimukkai]
タッテーカッテー,タッテーカッテー,[⸢tat⸣teː ⸢kat⸣teː]
ウデイヤライ,ウディヤライ,[ʔu⸢di⸣jarai]
シキアンガルン,シキアンガルン,[ʃi̥⸢kiʔaŋ⸣garuŋ]
ナピキダルン,ナーピキダールン,[⸢naːpikidaːruŋ]
ナシクン,ナシクン,[⸢naʃi̥kuŋ]
ツサンツサルン,ッサンッサルン,[⸣ssan ssaruŋ]
ウキウン,ウキウーン,[ʔu⸢ki⸣ʔuːŋ]
スダテイヤツサン,スダティヤッサン,[su⸢datijas⸣saŋ]
サッスク,サッスク,[sas⸢suku]
マアナダカ,マーナダカ,[⸢maːnadaka]
ナカタガイ,ナカタガイ,[na⸢kataga⸣i]
ミー,ミー,[⸣-miː]
アマスン,アマスン,[ʔa⸢ma⸣suŋ]
ピジガンク,ピジガンク,[pi⸢ʤigaŋku]
パナツスン,パナッスン,[pa⸢na⸣ ssuŋ]
ニンソ,ニンソー,[⸢ninsoː]
カンビラキ,カンビラキ,[⸢kambira⸣ki]
ドゥスミカスン,ドゥスミカスン,[du⸢sumika⸣suŋ]
イツケナ,イッケナ,[ʔik⸢kena]
グトゥイ,グトゥイ,[⸣gutui]
ヌウリムヌ,ヌーリムヌ,[⸢nuːrimunu]
スルン,スールン,[⸢suː⸣ruŋ]
タツン,タツン,[⸣tḁʦuŋ]
パイネ,パイネー,[⸢pai⸣neː]
スッカアヌビイ,スッカーヌビー,[⸢sukkaː⸣nu ⸣biː]
ンーニ,ンーニ,[⸢ʔnːni]
タイカル,ダイカール,[⸢daikaːru]
ピーヌール,ピーヌール,[⸢piːnuːru]
ドウカザ,ドゥーカザ,[⸢duː⸣kaʣa]
ニツふアマリ,ニッふァマリ,[⸢niffamari]
ヤシムン,ヤシムン,[ja⸢ʃi⸣muŋ]
シンタヤー,シンタヤー,[⸣ʃintajaː]
パニシクル,パニジクルー,[pa⸢niʤikuruː]
フシ,フシ,[ɸu̥⸢ʃi]
ムシヌニンガイ,ムシヌニンガイ,[mu⸢ʃinu niŋ⸣gai]
ナラアシゾオジ,ナラーシゾージ,[na⸢raːʃiʣoː⸣ʤi]
ナイルン,ナイルン,[⸢nai⸣ruŋ]
パタカ,パダカ,[pa⸢da⸣ka]
キイツカラ,キーッカラ,[⸢kiːk⸣kara]
ハキ,バーキ,[⸢baː⸣ki]
ヌチモシフチル,ヌチモーシフチル,[nu⸢ʧimoːʃiɸu̥ʧi⸣ru]
ヌウシタ,ヌーシタ,[⸣nuːʃita]
トゥ,トゥ,[⸣tu]
ニーレンツー,ニーレンツー,[⸢niː⸣renʦuː]
カニガニ,カニガニ,[ka⸢ni⸣gani]
ヒラア,ヒラー,[çiraː]
フキン,フキン,[⸣ɸu̥kiŋ]
ハスハス,バスバス,[⸣basubasu]
プシヌユウヘエ,プシヌユーベー,[pu̥⸢ʃi⸣nu ⸢juː⸣beː]
ヌヌヤ,ヌーヌヤー,[⸢nuː⸣nujaː]
イカライカラ,イカラーイカラー,[ʔi⸢karaːʔikaraː]
キンニ,ギンニ,[⸢ginni]
ナアラスン,ナーラスン,[⸢naːrasuŋ]
カメザ,カーメザー,[⸢kaː⸣meʣaː]
アアパ,アーパ,[⸢ʔaː⸣pa]
トゥビラー,トゥビラー,[tu⸢bi⸣raː]
パヤカツテイン,パヤガッティン,[pa⸢jagat⸣tiŋ]
アラン⸠ユー,アラン⸠ユー,[ʔa⸢raŋ⸠juː]
ガンズウムヌ,ガンズームヌ,[⸢ganʣuː⸣munu]
ハアヤア,バーヤー,[⸣baː ⸣jaː]
タタックバスン,タタックバスン,[tḁ⸢takkuba⸣suŋ]
タイクニ,ダイクニ,[⸢dai⸣kuni]
ピキミシ,ピキミジ,[pi̥⸢kimiʤi]
アームル,アームル,[⸢ʔaː⸣muru]
ユタン,ユダン,[ju⸢daŋ]
ビイプス,ビープス,[⸢biː⸣pu̥su]
スバ,スーバー,[⸢suː⸣baː]
クサビラ,クーサビラー,[⸢kuːsabi⸣raː]
ウブビー,ウブビー,[ʔu⸢bu⸣biː]
アタルン,アタルン,[ʔa⸢taruŋ]
ナナクルビヤーウキ,ナナクルビヤーウキ,[na⸢nakuru⸣bi ⸢jaːʔuki]
イチェラ,イチェーラ,[ʔi⸢ʧeːra]
トオフヌスナイ,トーフヌスナイ,[⸢toːɸu⸣nu ⸣sunai]
マー,マー,[⸢maː]
ナラバスン,ナラバスン,[na⸢rabasuŋ]
ピキスウルン,ピキスールン,[pi̥⸢kisuːruŋ]
マパカラサナヌ,マーパカラサーナーヌ,[⸢maːpakarasaː naː⸣nu]
ドゥームティヨオ,ドゥームティヨー,[⸢duːmuti⸣joː]
トゥーシ,トゥーシ,[⸢tuː⸣ʃi]
スウシキムヌ,スーシキムヌ,[⸢suːʃi̥ki⸣munu]
ウムイツアムン,ウムイツァムン,[ʔu⸢mui⸣ʦamuŋ]
バカ,バカ,[⸣baka-]
ピサスブル,ピサスブル,[pi̥⸢sasuburu]
ヌチガフウ,ヌチガフー,[nu⸢ʧiga⸣ɸuː]
アル,アル,[⸣ʔaru]
ンジエペリペリ,ンジェーペーリペーリ,[ʔnʤeː⸢peːripeː⸣ri]
シタラスン,シタラスン,[ʃi̥⸢tara⸣suŋ]
ウラスン,ウラスン,[ʔu⸢rasuŋ]
ムミ,ムミ,[mu⸢mi]
ニイシェー,ニーシェー,[⸢niː⸣ʃeː]
ナマニー,ナマニー,[na⸢ma⸣niː]
ガラダマ,ガーラダマ,[⸢gaː⸣radama]
ミイ,ミー,[⸢miː]
スブル,スブル,[su⸢bu⸣ru]
カチミー,カチミー,[kḁ⸢ʧi⸣miː]
サラッティ,サラッティ,[sa⸢ratti]
クリフドゥ,クリフドゥ,[⸣kuriɸudu]
パタッカルン,パタッカルン,[pḁ⸢takkaru]
トウム,トゥム,[tu⸢mu]
ピーマキスン,ピーマキスン,[⸢piːmaki suŋ]
ナシパンジョー,ナシパンジョー,[⸣naʃipanʤoː]
アテイナシ,アティナシ,[ʔa⸢tinaʃi]
シエ,シェー,[⸣-ʃeː]
キンハタテ,キンバタテー,[⸢kimbatateː]
シニミジ,シニミジ,[ʃi⸢nimiʤi]
パシケエ,パシケー,[⸢paʃi̥keː]
パナリジマ,パナリジマ,[pa⸢nari⸣ʤima]
ナカ,ナカ,[na⸢ka]
フシウカルン,フシゥカルン,[⸢ɸusi̥⸣karuŋ]
ギユムシ,ギュームシ,[⸢gjuːmuʃi]
シティムヌ,シティムヌ,[ʃi̥⸢ti⸣munu]
パシゥカソージ,パシゥカソージ,[⸢pasï̥kasoːʤi]
ヌウヌウ,ヌーヌー,[⸣nuːnuː]
パヤアパヤアシ,パヤーパヤーシ,[pa⸢jaːpajaː⸣ʃi]
カイシナタ,カイシナタ,[⸢kaiʃina⸣ta]
タタラサン,タタラーサン,[tḁ⸢taraː⸣saŋ]
グサン,グサン,[⸣gusaŋ]
ミスヤ,ミズヤ,[mi⸢ʣu⸣ja]
ユウヘエ,ユーベー,[⸢juː⸣beː]
マアムニ,マームニ,[⸢maːmuni]
イカシタ,イカシタ,[ʔi⸢ka⸣ʃita]
パゴオサン,パゴーサン,[pa⸢goː⸣saŋ]
アラスン,アーラスン,[⸢ʔaːrasuŋ]
イカラカコヌ,イカーラカコーヌ,[⸣ʔikaːrakakoːnu]
サカサ,サカサ,[sḁ⸢kasa]
シキシイグ,シキシーグ,[ʃi̥⸢kiʃiːgu]
ニヌパプシ,ニーヌパープシ,[⸢niːnu⸣paːpuʃi]
マイピュール,マイピュール,[⸢maipjuː⸣ru]
ヌドゥカアキ,ヌドゥカーキ,[nu⸢dukaː⸣ki]
タキシブク,タキシブク,[tḁ⸢kiʃibuku]
ヌルントゥルンシ,ヌルントゥルンシ,[⸣nurunturuŋʃi]
ミサマスン,ミーサマスン,[⸢miːsama⸣suŋ]
キヌパ,キーヌパー,[⸢kiːnu⸣paː]
パンカキ,パンカキ,[⸢paŋ⸣kaki]
カンヒラキ,カンビラキ,[⸢kambira⸣ki]
ニーレーヌコンチェンマ,ニーレーヌコンチェンマ,[⸣niːreːnu kon⸢ʧem⸣ma]
カコー,カコー,[⸣kḁkoː]
ミイサミルン,ミーサミルン,[⸢miːsami⸣ruŋ]
ウーカスン,ウーカスン,[⸢ʔuːka⸣suŋ]
ピョーピョー,ピョーピョー,[⸢pjoː⸣pjoː]
パラウン,パラウン,[⸣parauŋ]
トニ,トーニ,[⸢toː⸣ni]
メエ,メー,[⸢meː]
ドーディン,ドーディン,[doː⸢diŋ]
ヤガティ,ヤガティ,[ja⸢gati]
シラトウー,シラドゥー,[⸣ʃiraduː]
アイツァムニ,アイツァムニ,[⸢ʔai⸣ʦamuni]
パランタンティン,パランタンティン,[pa⸢ran⸣tantiŋ]
タカヌズミ,タカヌズミ,[tḁ⸢kanuʣumi]
ヌラスン,ヌーラスン,[⸢nuːrasuŋ]
ヌツツアールムヌ,ヌッツァールムヌ,[nut⸢ʦaː⸣ru ⸣munu]
ヒヤユイサ,ヒーヤユイサ,[⸢çiːjajui⸣sa]
アイシティ,アイシティ,[ʔaiʃi̥⸢ti]
ヤナムヌ,ヤナムヌ,[ja⸢namunu]
ボスヤブリ,ボースーヤブリ,[⸢boːsuːjaburi]
パナムス,パナムス,[pa⸢na⸣musu]
トゥンカッふァスン,トゥンガーッふァースン,[⸢tuŋ⸣gaː f⸢faːsuŋ]
トウムズルイ,トゥムズルイ,[tu⸢muʣurui]
ナビンフタ,ナビンフタ,[na⸢biŋ⸣ɸu̥ta]
グトウク,グトゥク,[gu⸢tu⸣ku]
イツトウー,イットゥー,[⸢ʔittuː]
カサフタカフン,カサフタカブン,[kḁ⸢saɸu̥⸣ta ⸣kabuŋ]
ナシシキ,ナシシキ,[na⸢ʃi⸣ʃi̥ki]
アフクン,アーフクン,[⸢ʔaːɸukuŋ]
ウンヌパアズウシ,ウンヌパーズーシ,[⸢ʔunnu⸣paːʣuːʃi]
マタウトゥザ,マタウトゥザ,[ma⸢taʔutuʣa]
イルティダ,イールティダ,[⸢ʔiːrutida]
バサヌカー,バサヌカー,[ba⸢sa⸣nu ⸣kaː]
キューヌシキ,キューヌシキ,[⸢kjuːnu⸣ ʃi̥ki]
ナラシケエ,ナラシケー,[⸣naraʃi̥keː]
サアラヌ,サーラヌ,[⸢saːra⸣nu]
タンカア,ダンカー,[⸢daŋkaː]
ウクリプス,ウクリプス,[ʔu⸢kuripusu]
アチバイ,アチバイ,[ʔa⸢ʧi⸣bai]
ザーン,ザーン,[ʣaːnŋ]
ジシンカ,ジーシンカ,[⸣ʤiːʃiŋka]
ブラマ,ブラーマ,[bu⸢raː⸣ma]
シキルカマサ,シキルカマサー,[ʃi̥⸢kirukamasaː]
ッふァイックル,ッふァイックル,[f⸢faikkuru]
パダヌベエン,パダヌベーン,[pa⸢danubeː⸣ŋ]
クルスメー,クルスメー,[ku⸢ru⸣sumeː]
タカマドゥ,タカマドゥ,[tḁ⸢ka⸣madu]
ッサフ,ッサーフ,[s⸢saːɸu]
ウイベエマ,ウイベーマ,[ʔui⸢beː⸣ma]
タシカ,タシカ,[taʃi̥⸢ka]
ピスザー,ピスザー,[pi̥⸢su⸣ʣaː]
ムウチ,ムーチ,[⸢muːʧi]
サバキカバキ,サバキカバキ,[sa⸢ba⸣kikabaki]
バタキクッツァン,バタキクッツァーン,[ba⸢takikut⸣ʦaːŋ]
バライツォールン,バライツォールン,[ba⸢raiʦoːruŋ]
イコラ,イコーラ,[ʔi⸢koːra]
ナマンダピイリ,ナマンダピーリ,[na⸢mandapiːri]
ノン,ノーン,[noː⸢ŋ]
パネーラ,パネーラ,[pa⸢neːra]
アザカザー,アザカザー,[ʔa⸢ʣa⸣kaʣaː]
ナカナウリ,ナカナウリ,[na⸢kanau⸣ri]
アイミ,アイミー,[⸣ʔaimiː]
ハンク,バンク,[⸢baŋ⸣ku]
カサリカヒ,カザリカビ,[ka⸢ʣarikabi]
アアレエ,アーレー,[⸢ʔaːreː]
キトゥヌムヌ,キドゥヌムヌ,[ki⸢dunu⸣ munu]
ニバスン,ニバスン,[ni⸢basuŋ]
ンニヌバルンケンバリルンケン,ンーニヌバルンケンバリルンケン,[⸢ʔnːninu⸣ ba⸢ruŋ⸣keŋba⸢riruŋkeŋ]
イツチン,イッチン,[ʔit⸢ʧiŋ]
ナビヌティ,ナビヌティー,[na⸢bi⸣nu ⸣tiː]
トウツカシラ,トゥッカジラ,[⸢tukkaʤira]
ツオ,ツォー,[⸣ʦoː]
カンゾー,カンゾー,[⸢kanʣoː]
パフ,パブ,[pa⸢bu]
シラーシムヌ,シラーシムヌ,[ʃi⸢raːʃi⸣munu]
フービ,フービ,[⸢ɸuːbi]
アワリヌゴーカジ,アワリヌゴーカジ,[ʔa⸢wari⸣nu ⸢goːka⸣ʤi]
マイシジ,マイシジ,[⸢maiʃiʤi]
サヤマミ,サヤマミ,[⸣sajamami]
アサマイリ,アサマイリ,[ʔa⸢samai⸣ri]
マタクン,マダクン,[ma⸢da⸣kuŋ]
ヌウリカイルン,ヌーリカイルン,[⸢nuːrikairuŋ]
シージル,シージル,[⸢ʃiːʤiru]
スブリガラ,スブリガラ,[su⸢buri⸣gara]
アワリヨリ,アワリヨーリ,[ʔa⸢wa⸣rijoːri]
ウヤマアル,ウヤマール,[ʔu⸢jamaː⸣ru]
クヒフカラ,クビブカラ,[⸣kubibukara]
スウヌフチ,スーヌフチ,[⸢suːnu⸣ɸu̥ʧi]
オオスン,オースン,[⸢ʔoːsuŋ]
トゥーシヌシチ,トゥージヌシチ,[⸢tuːʤi⸣nu ⸣ʃi̥ʧi]
